Content,proba,result,CurElementMark,SpecialSymbolsCount,WordsCount,SymbolCount,Lowercase,Uppercase,LastSymbolPd,FirstKeyWord,FullBold,FullItalic,Alignment,KeepLinesTogether,KeepWithNext,LeftIndentation,LineSpacing,NoSpaceBetweenParagraphsOfSameStyle,OutlineLevel,PageBreakBefore,RightIndentation,SpaceAfter,SpaceBefore,SpecialIndentation,FirstKeyWord_missed,LastSymbolPd_missed
2 Имплементация WebTransport в приложении,0.9603347509634594,*,b1,0,5.0,41.0,False,False,.,TitleLevel1,True,False,Left,True,True,0,1.5,False,Level1,False,0,6,24,-35.45,False,True
1 Анализ требований к архитектурному подходу,0.382992466514622,*,b1,0,6.0,44.0,False,False,.,TitleLevel1,True,False,Center,False,False,28.35,1.5,False,BodyText,True,28.35,36,0,0,False,True
2 Анализ существующих методологий проектирования,0.39888374769119783,*,b1,0,5.0,48.0,False,False,.,TitleLevel1,True,False,Center,False,False,28.35,1.5,False,BodyText,True,28.35,36,0,0,False,True
2024,0.39987273471134444,-,b1,0,1.0,4.0,True,True,.,TitleLevel1,False,False,Center,False,False,30.25,1,False,BodyText,False,30.25,0,7.1,0,False,True
1 Формирование требований для разрабатываемого проекта,0.706156412502431,*,b1,0,6.0,54.0,False,False,.,TitleLevel1,True,False,Justify,True,True,0,1.5,False,BodyText,False,0,0,0,-35,False,True
2 План исследования и разработки приложения,0.705911432256714,*,b1,0,6.0,43.0,False,False,.,TitleLevel1,True,False,Justify,True,True,0,1.5,False,BodyText,False,0,0,0,-35,False,True
1 План исследования,0.9694377176745755,*,b1,0,3.0,19.0,False,False,.,TitleLevel1,True,False,Justify,True,True,0,1.5,False,Level1,False,0,0,0,-35.45,False,True
2 Набор данных,0.9755084685751139,*,b1,0,3.0,14.0,False,False,.,TitleLevel1,True,False,Justify,True,True,0,1.5,False,Level1,False,0,0,0,-35.45,False,True
3 Анализ технологического стека,0.9646546460101838,*,b1,0,4.0,31.0,False,False,.,TitleLevel1,True,False,Justify,True,True,0,1.5,False,Level1,False,0,0,0,-35.45,False,True
2024,0.43078768821874147,-,b1,0,1.0,4.0,True,True,.,TitleLevel1,False,False,Center,False,False,0,1.05,False,BodyText,False,0,8,0,0,False,True
3 Описание исследования,0.5696083641676283,*,b1,0,3.0,23.0,False,False,.,TitleLevel1,False,False,Justify,False,False,0,1.5,False,BodyText,False,0,14,14,-35.45,False,True
1 Направление исследования,0.5019651596532765,*,b1,0,3.0,26.0,False,False,.,TitleLevel1,True,False,Justify,False,False,0,1.5,False,BodyText,False,0,0,0,-36,False,True
2 Источники информации по теме исследования,0.4481171916925472,*,b1,0,6.0,43.0,False,False,.,TitleLevel1,True,False,Justify,False,False,0,1.5,False,BodyText,False,0,0,0,-36,False,True
3 Описание исследования,0.5247955935956956,*,b1,0,3.0,23.0,False,False,.,TitleLevel1,True,False,Justify,False,False,0,1.5,False,BodyText,False,0,0,0,-36,False,True
2024,0.6631006216211293,-,b1,0,1.0,4.0,True,True,.,TitleLevel1,False,False,Center,False,False,0,1,False,BodyText,False,0,0,0,0,False,True
1 Направление исследования,0.832862720174607,*,b1,0,3.0,26.0,False,False,.,TitleLevel1,True,False,Left,True,True,0,1.5,False,BodyText,False,0,6,24,-35.45,False,True
2 Источники информации по теме исследования,0.8015185345826924,*,b1,0,6.0,43.0,False,False,.,TitleLevel1,True,False,Left,True,True,0,1.5,False,BodyText,False,0,6,24,-35.45,False,True
3 Описание исследования,0.891208151565049,*,b1,0,3.0,23.0,False,False,.,TitleLevel1,True,False,Left,True,True,0,1.5,False,BodyText,False,0,0,24,-35.45,False,True
1 Исследование предметной области,0.98914844859772,*,b1,0,4.0,33.0,False,False,.,TitleLevel1,True,False,Left,True,True,0,1.5,False,Level1,False,0,0,0,-35.45,False,True
2 Большие языковые модели,0.9913934919442787,*,b1,0,4.0,25.0,False,False,.,TitleLevel1,True,False,Left,True,True,0,1.5,False,Level1,False,0,0,0,-35.45,False,True
3 Разработка веб-приложения,0.9630619788516991,*,b1,1,3.0,27.0,False,False,.,TitleLevel1,True,False,Left,True,True,0,1.5,False,Level1,False,0,0,0,-35.45,False,True
2023,0.43078768821874147,-,b1,0,1.0,4.0,True,True,.,TitleLevel1,False,False,Center,False,False,0,1.07916666666667,False,BodyText,False,0,8,0,0,False,True
1 Направление исследования,0.5332040603815202,*,b1,0,3.0,26.0,False,False,.,TitleLevel1,True,False,Left,False,False,36,1.07916666666667,False,BodyText,False,0,8,0,0,False,True
3 Описание исследования,0.5382056031817674,*,b1,0,3.0,23.0,False,False,.,TitleLevel1,True,False,Justify,False,False,36,1.5,False,BodyText,False,0,0,0,0,False,True
1 Определение тематики исследования,0.9773353799130553,*,b1,0,4.0,35.0,False,False,.,TitleLevel1,True,False,Justify,True,True,0,1.5,False,Level1,False,0,0,8,-35.45,False,True
2 Источники информации по теме исследования,0.8991431404460165,*,b1,0,6.0,43.0,False,False,.,TitleLevel1,True,False,Justify,True,True,0,1.5,False,Level1,False,0,10,20,-35.4,False,True
3 Описание исследования,0.8942068985218987,*,b1,0,3.0,23.0,False,False,.,TitleLevel1,True,False,Justify,True,True,0,1.5,False,Level1,False,0,10,20,-35.4,False,True
1 НАПРАВЛЕНИЕ ИССЛЕДОВАНИЯ,0.37713457983625326,*,b1,0,3.0,26.0,True,False,.,TitleLevel1,True,False,Justify,True,True,14.15,1.5,False,BodyText,False,-30.35,0,0,-42.8,False,True
2 ИСТОЧНИКИ ИНФОРМАЦИИ ПО ТЕМЕ ИССЛЕДОВАНИЯ,0.34952191036543817,*,b1,0,6.0,43.0,True,False,.,TitleLevel1,True,False,Justify,True,True,14.15,1.5,False,BodyText,False,-30.35,0,0,-42.8,False,True
3 ОПИСАНИЕ ПРОГРАММЫ ИССЛЕДОВАНИЯ,0.3886314786592207,*,b1,0,4.0,33.0,True,False,.,TitleLevel1,True,False,Justify,True,True,50.15,1.5,False,BodyText,False,-30.35,0,0,-6.8,False,True
4 ПРОГРАММА ИССЛЕДОВАНИЯ,0.39988831168879846,*,b1,0,3.0,24.0,True,False,.,TitleLevel1,True,False,Justify,True,True,14.15,1.5,False,BodyText,False,-30.35,0,0,-42.8,False,True
2024,0.8336179025552458,-,b1,0,1.0,4.0,True,True,.,TitleLevel1,False,False,Center,False,False,0,1.5,False,BodyText,False,0,0,0,-35.45,False,True
1 Преимущества покупки книг онлайн,0.6442649199441076,*,b1,0,5.0,34.0,False,False,.,TitleLevel1,True,False,Justify,False,False,0,1.5,False,BodyText,False,0,0,0,-35.45,False,True
1 Методы прогнозирования,0.9919072662173345,*,b1,0,3.0,24.0,False,False,.,TitleLevel1,True,False,Left,True,True,35.45,1.5,False,Level1,False,0,0,0,0,False,True
2 Достоверность результатов,0.9911340245320174,*,b1,0,3.0,27.0,False,False,.,TitleLevel1,True,False,Left,True,True,35.45,1.5,False,Level1,False,0,0,0,0,False,True
3 Используемые данные,0.9919072662173345,*,b1,0,3.0,21.0,False,False,.,TitleLevel1,True,False,Left,True,True,35.45,1.5,False,Level1,False,0,0,0,0,False,True
2024 г.,0.4637459025458872,-,b1,1,2.0,7.0,False,True,.,TitleLevel1,False,False,Center,False,False,0,1,False,BodyText,False,0,0,0,0,False,False
1 НАПРАВЛЕНИЕ ИССЛЕДОВАНИЯ,0.9706965161336311,*,b1,0,3.0,26.0,True,False,.,TitleLevel1,True,False,Left,True,True,0,1.5,False,Level1,False,0,0,0,-35.45,False,True
2 СТЕПЕНЬ РАЗРАБОТАННОСТИ ТЕМЫ ИССЛЕДОВАНИЯ,0.9580997419091052,*,b1,0,5.0,43.0,True,False,.,TitleLevel1,True,False,Left,True,True,0,1.5,False,Level1,False,0,0,0,-35.45,False,True
3 ОПИСАНИЕ ПРОГРАММЫ ИССЛЕДОВАНИЯ,0.9617610307279494,*,b1,0,4.0,33.0,True,False,.,TitleLevel1,True,False,Left,True,True,0,1.5,False,Level1,False,0,0,0,-35.45,False,True
4 ПРОГРАММА ИССЛЕДОВАНИЯ,0.9730755547541451,*,b1,0,3.0,24.0,True,False,.,TitleLevel1,True,False,Left,True,True,0,1.5,False,Level1,False,0,0,0,-35.45,False,True
2022,0.4888371408016833,-,b1,0,1.0,4.0,True,True,.,TitleLevel1,False,False,Justify,False,False,180,1.5,False,BodyText,False,0,0,0,-36,False,True
1 Особенности разработки frontend-части web-сервисов с точки зрения управления проектом,0.6023689519219186,*,b1,1,10.0,87.0,False,False,.,TitleLevel1,True,False,Justify,True,True,0,1.5,False,BodyText,False,0,0,0,-35.45,False,True
1 Обзор предметной области,0.6324181280203922,*,b1,0,4.0,26.0,False,False,.,TitleLevel1,True,False,Justify,True,True,0,1.5,False,BodyText,False,0.25,0,0,-35.4,False,True
2 Обзор существующих решений,0.6169283459171203,*,b1,0,4.0,28.0,False,False,.,TitleLevel1,True,False,Justify,True,True,0,1.5,False,BodyText,False,0.25,0,0,-35.4,False,True
3 Обзор функций модели,0.6539041209246843,*,b1,0,4.0,22.0,False,False,.,TitleLevel1,True,False,Justify,True,True,0,1.5,False,BodyText,False,0.25,0,0,-35.4,False,True
2024,0.6631006216211293,-,b1,0,1.0,4.0,True,True,.,TitleLevel1,False,False,Center,False,False,0,1,False,BodyText,False,0,0,0,0,False,True
1 Направление исследования,0.8018683322229284,*,b1,0,3.0,26.0,False,False,.,TitleLevel1,True,False,Left,True,True,0,1.5,False,Level2,False,0,0,24,-35.45,False,True
2 Выбор целевой аудитории,0.7834191534928786,*,b1,0,4.0,25.0,False,False,.,TitleLevel1,True,False,Left,True,True,0,1.5,False,Level2,False,0,0,24,-35.45,False,True
3 Анализ требований к проектированию приложения,0.8344807352363484,*,b1,0,6.0,47.0,False,False,.,TitleLevel1,True,False,Left,True,True,0,1.5,False,Level2,False,0,0,24,-35.45,False,True
2024,0.9423124324172499,-,b1,0,1.0,4.0,True,True,.,TitleLevel1,True,False,Center,False,False,0,1,False,BodyText,False,0,0,0,0,False,True
1 Направление исследования,0.5091734967697868,*,b1,0,3.0,26.0,False,False,.,TitleLevel1,False,False,Justify,True,True,14.15,1.5,False,BodyText,False,0,6,18,-21.25,False,True
2 Источники информации по теме исследования,0.6449970486211908,*,b1,0,6.0,43.0,False,False,.,TitleLevel1,True,False,Justify,True,True,14.15,1.5,False,BodyText,False,0,6,18,-21.25,False,True
3 Описание исследования,0.6496824207456431,*,b1,0,3.0,23.0,False,False,.,TitleLevel1,True,False,Justify,True,True,14.15,1.5,False,BodyText,False,0,6,18,-21.25,False,True
1 Определение цели и задач магистерской диссертации,0.7964473690961895,*,b1,0,7.0,51.0,False,False,.,TitleLevel1,True,False,Justify,True,True,0,1.5,False,BodyText,False,0,0,0,-35.45,False,True
2 Определение актуальность темы исследования,0.7822925618037835,*,b1,0,5.0,44.0,False,False,.,TitleLevel1,True,False,Justify,True,True,0,1.5,False,BodyText,False,0,0,0,-35.45,False,True
3 Изучение степени разработанности темы исследования,0.791268004345555,*,b1,0,6.0,52.0,False,False,.,TitleLevel1,True,False,Justify,True,True,0,1.5,False,BodyText,False,0,0,0,-35.45,False,True
4 Определение новизны и значимости результатов работы,0.791268004345555,*,b1,0,7.0,53.0,False,False,.,TitleLevel1,True,False,Justify,True,True,0,1.5,False,BodyText,False,0,0,0,-35.45,False,True
5 Определение метода исследования,0.7649756946210905,*,b1,0,4.0,33.0,False,False,.,TitleLevel1,True,False,Justify,True,True,0,1.5,False,BodyText,False,0,0,0,-35.45,False,True
6 Определение метода оценки достоверности результатов,0.791268004345555,*,b1,0,6.0,53.0,False,False,.,TitleLevel1,True,False,Justify,True,True,0,1.5,False,BodyText,False,0,0,0,-35.45,False,True
7 План выполнения задач исследования,0.7700054099966366,*,b1,0,5.0,36.0,False,False,.,TitleLevel1,True,False,Justify,True,True,0,1.5,False,BodyText,False,0,0,0,-35.45,False,True
2024,0.43766786469316654,-,b1,0,1.0,4.0,True,True,.,TitleLevel1,False,False,Center,False,False,13.5,1.15,False,BodyText,False,0,8,0,0,False,True
1 Направление исследования,0.414610678098799,*,b1,0,3.0,26.0,False,False,.,TitleLevel1,True,False,Justify,False,False,0,1.5,False,BodyText,False,0,8,0,-35.4,False,True
3 Описание исследования,0.43720660404873485,*,b1,0,3.0,23.0,False,False,.,TitleLevel1,True,False,Justify,False,False,0,1.5,False,BodyText,False,0,8,0,-35.4,False,True
20,0.9872916675880725,-,b1,0,1.0,2.0,True,True,.,TitleLevel1,True,False,Center,False,False,0,1.5,False,BodyText,False,0,0,0,-35.45,False,True
1 ОПИСАНИЕ СИСТЕМЫ,0.8404308408259968,*,b1,0,3.0,18.0,True,False,.,TitleLevel1,True,False,Justify,True,True,0,1.5,False,Level1,False,0,0,12,-18,False,True
2 МОДУЛЬ ЛАБОРАТОРИИ,0.7586071017624214,*,b1,0,3.0,20.0,True,False,.,TitleLevel1,True,False,Justify,True,True,18,1.5,False,Level1,False,0,0,12,0,False,True
3 ОБЗОР АНАЛОГОВ СЕТЕВЫХ СИМУЛЯТОРОВ,0.9091141555599614,*,b1,0,5.0,36.0,True,False,.,TitleLevel1,True,False,Justify,True,True,0,1.5,False,Level1,False,0,0,12,-35.45,False,True
4 ВЫБОР ОПТИМАЛЬНОГО РЕШЕНИЯ,0.9199287951022007,*,b1,0,4.0,28.0,True,False,.,TitleLevel1,True,False,Justify,True,True,0,1.5,False,Level1,False,0,0,12,-35.45,False,True
5 ИНТЕГРАЦИЯ GNS3,0.92921546424691,*,b1,0,3.0,17.0,True,False,.,TitleLevel1,True,False,Justify,True,True,0,1.5,False,Level1,False,0,0,12,-35.45,False,True
6 ДИАГРАММЫ ВЗАИМОДЕЙСТВИЯ,0.9170552323142672,*,b1,0,3.0,26.0,True,False,.,TitleLevel1,True,False,Justify,True,True,0,1.5,False,Level1,False,0,0,12,-35.45,False,True
1 Направление исследования,0.8698394879877538,*,b1,0,3.0,26.0,False,False,.,TitleLevel1,True,False,Left,True,True,0,1.5,False,BodyText,False,0,0,0,-35.4,False,True
2 Степень разработанности темы исследования,0.8114367828941184,*,b1,0,5.0,43.0,False,False,.,TitleLevel1,True,False,Left,True,True,0,1.5,False,BodyText,False,0,0,0,-35.4,False,True
3 Методологические элементы исследования,0.8128236210226424,*,b1,0,4.0,40.0,False,False,.,TitleLevel1,True,False,Left,True,True,0,1.5,False,BodyText,False,0,0,0,-35.4,False,True
4.1 Направление исследования,0.904040116956297,*,b2,1,3.0,28.0,False,False,.,TitleLevel2,True,False,Left,True,True,0,1.5,False,BodyText,False,0.0,0.0,0.0,-35.25,False,True
4.3 Методы исследования,0.9087952367745817,*,b2,1,3.0,23.0,False,False,.,TitleLevel2,True,False,Left,True,True,0,1.5,False,BodyText,False,0.0,0.0,0.0,-35.25,False,True
4.5 Программа исследования,0.904040116956297,*,b2,1,3.0,26.0,False,False,.,TitleLevel2,True,False,Left,True,True,0,1.5,False,BodyText,False,0.0,0.0,0.0,-35.25,False,True
4.1 Облачные решения для хранения и обработки данных,0.9239102658481319,*,b2,1,8.0,52.0,False,False,.,TitleLevel2,True,False,Left,True,True,35.4,1.5,False,BodyText,False,0,6.0,8.0,-35.4,False,True
4.2 Требования к интерфейсу,0.9260927922149613,*,b2,1,4.0,27.0,False,False,.,TitleLevel2,True,False,Left,True,True,35.4,1.5,False,BodyText,False,0,6.0,8.0,-35.4,False,True
4.3 Проверка на случайность заполнения,0.9112188771533059,*,b2,1,5.0,38.0,False,False,.,TitleLevel2,True,False,Left,True,True,36,1.5,False,BodyText,False,0,0.0,8.0,35.4,False,True
4.4 Авторизация пользователей,0.9280932674276262,*,b2,1,3.0,29.0,False,False,.,TitleLevel2,True,False,Left,True,True,35.4,1.5,False,BodyText,False,0,6.0,8.0,-35.4,False,True
2.3 Базовая архитектура облачного сервиса,0.9795595130960297,*,b2,1,5.0,41.0,False,False,.,TitleLevel2,True,False,Justify,False,False,0,1.5,False,BodyText,False,0,0.0,0.0,-35.45,False,True
2.4 Проектирование структуры баз данных,0.9439922444151244,*,b2,1,5.0,39.0,False,False,.,TitleLevel2,True,False,Justify,False,False,35.45,1.5,False,BodyText,False,0,0.0,0.0,0,False,True
2.5 Проектирование структуры REST API,0.9439922444151244,*,b2,1,5.0,37.0,False,False,.,TitleLevel2,True,False,Justify,False,False,35.45,1.5,False,BodyText,False,0,0.0,0.0,0,False,True
3.1 Программа исследования,0.9117588969966568,*,b2,1,3.0,26.0,False,False,.,TitleLevel2,True,False,Left,True,True,0,1.5,False,BodyText,False,0.25,0.0,0.0,-36,False,True
3.1 Методологии исследования……………………………………………..18,0.9144889034315219,-,b2,2,3.0,49.0,False,False,.,TitleLevel2,False,False,Justify,False,False,0,1.5,False,BodyText,False,0,0.0,0.0,-35.45,False,True
3.2 Программа исследования………………………………………………..20,0.9144889034315219,-,b2,2,3.0,48.0,False,False,.,TitleLevel2,False,False,Justify,False,False,0,1.5,False,BodyText,False,0,0.0,0.0,-35.45,False,True
3.1 Методологии исследования,0.9838329646917982,*,b2,1,3.0,28.0,False,False,.,TitleLevel2,True,False,Justify,False,False,0,1.5,False,BodyText,False,0,0.0,0.0,-35.45,False,True
3.2 Программа исследования,0.9646836098991426,*,b2,1,3.0,26.0,False,False,.,TitleLevel2,True,False,Justify,False,False,0,1.5,False,BodyText,False,0,0.0,0.0,-35.3,False,True
3.1 Проблемы информационной системы,0.9775380373465911,*,b2,1,4.0,35.0,False,False,.,TitleLevel2,True,False,Justify,True,True,0,1.5,False,Level2,False,0,0.0,0.0,-35.4,False,True
4.1 Функциональные требования,0.9780738370699835,*,b2,1,3.0,29.0,False,False,.,TitleLevel2,True,False,Justify,True,True,0,1.5,False,Level2,False,0,0.0,0.0,-35.4,False,True
4.2 Нефункциональные требования,0.978048627169904,*,b2,1,3.0,31.0,False,False,.,TitleLevel2,True,False,Justify,True,True,0,1.5,False,Level2,False,0,0.0,0.0,-35.4,False,True
4.3 Системные требования,0.9792337230127313,*,b2,1,3.0,24.0,False,False,.,TitleLevel2,True,False,Justify,True,True,0,1.5,False,Level2,False,0,0.0,0.0,-35.4,False,True
4.4 Требования к данным,0.9789337714505584,*,b2,1,4.0,23.0,False,False,.,TitleLevel2,True,False,Justify,True,True,0,1.5,False,Level2,False,0,0.0,0.0,-35.4,False,True
4.5 Бизнес-требования,0.9553789582864894,*,b2,2,2.0,21.0,False,False,.,TitleLevel2,True,False,Justify,True,True,35.4,1.5,False,Level2,False,0,0.0,0.0,0,False,True
3.1 Методологические исследования,0.9645416802356213,*,b2,1,3.0,33.0,False,False,.,TitleLevel2,True,False,Justify,False,False,0,1.5,False,BodyText,False,0,10.0,0.0,-45,False,True
3.2 Программа исследований,0.9646836098991426,*,b2,1,3.0,26.0,False,False,.,TitleLevel2,True,False,Justify,False,False,0,1.5,False,BodyText,False,0,10.0,0.0,-45,False,True
2.1 Обзор сред моделирования компьютерных сетей,0.9385087624711312,*,b2,1,6.0,47.0,False,False,.,TitleLevel2,True,False,Justify,True,True,0,1.5,False,BodyText,False,0,0.0,0,-35.4,False,True
2.2 Обзор систем управления контентом,0.9504948383212756,*,b2,1,5.0,37.0,False,False,.,TitleLevel2,True,False,Justify,True,True,0,1.5,False,BodyText,False,0,0.0,0,-35.4,False,True
2.3 Обзор технологий разработки клиентской части веб-сервиса,0.9031879786477126,*,b2,2,7.0,60.0,False,False,.,TitleLevel2,True,False,Justify,True,True,0,1.5,False,BodyText,False,0,0.0,0,-35.4,False,True
2.4 Интеграция среды моделирования с веб-сервисом,0.9109330952129726,*,b2,2,6.0,49.0,False,False,.,TitleLevel2,True,False,Justify,True,True,0,1.5,False,BodyText,False,0,0.0,0,-35.4,False,True
3.1 Методология исследования,0.9530151843080666,*,b2,1,3.0,28.0,False,False,.,TitleLevel2,True,False,Justify,True,True,0,1.5,False,BodyText,False,0,0.0,0,-35.4,False,True
3.2 План исследования,0.9521459083217493,*,b2,1,3.0,21.0,False,False,.,TitleLevel2,True,False,Justify,True,True,0,1.5,False,BodyText,False,0,0.0,0,-35.4,False,True
2.2 Существующие методы и инструменты оптимизации первичного отбора кандидатов,0.9329287494686747,*,b2,1,9.0,78.0,False,False,.,TitleLevel2,True,False,Justify,False,True,0,1.5,False,BodyText,False,0,0.0,0,-35.45,False,True
2.3 Существующие методы и инструменты оптимизации технического отбора кандидатов,0.9303972429767936,*,b2,1,9.0,80.0,False,False,.,TitleLevel2,True,False,Justify,False,True,0,1.5,False,BodyText,False,0,0.0,0,-35.45,False,True
1.2 Выводы по разделу,0.9197068904824449,*,b2,1,4.0,21.0,False,False,.,TitleLevel2,True,False,Left,True,True,0,1.5,False,BodyText,False,0,0.0,0,0,False,True
2.5 Модель Prophet,0.9264327931928711,*,b2,1,3.0,18.0,False,False,.,TitleLevel2,True,False,Left,True,True,0,1.5,False,BodyText,False,0,0.0,0,0,False,True
2.7 Модель Facebook Prophet,0.9207392009225983,*,b2,1,4.0,27.0,False,False,.,TitleLevel2,True,False,Left,True,True,0,1.5,False,BodyText,False,0,0.0,0,0,False,True
2.8 Выводы по разделу,0.9197068904824449,*,b2,1,4.0,21.0,False,False,.,TitleLevel2,True,False,Left,True,True,0,1.5,False,BodyText,False,0,0.0,0,0,False,True
3.3 Работа России,0.9242038215288689,*,b2,1,3.0,17.0,False,False,.,TitleLevel2,True,False,Left,True,True,0,1.5,False,BodyText,False,0,0.0,0,0,False,True
2.1 Функциональные требования,0.9928748529889588,*,b2,1,3.0,29.0,False,False,.,TitleLevel2,True,False,Left,True,True,0,1.5,False,Level2,False,0,0.0,2,-35.45,False,True
2.2 Ролевая модель,0.9927661200042981,*,b2,1,3.0,18.0,False,False,.,TitleLevel2,True,False,Left,True,True,0,1.5,False,Level2,False,0,0.0,2,-35.45,False,True
2.3 Шаблонизатор,0.9899764236918802,*,b2,1,2.0,16.0,False,False,.,TitleLevel2,True,False,Left,True,True,0,1.5,False,Level2,False,0,0.0,2,-35.45,False,True
3.1 Методологии исследования,0.9198563378529784,*,b2,1,3.0,28.0,False,False,.,TitleLevel2,True,False,Justify,True,True,35.4,1.5,False,BodyText,False,0,0.0,0,0,False,True
3.2 Программа исследования,0.9317825628175627,*,b2,1,3.0,26.0,False,False,.,TitleLevel2,False,False,Justify,True,True,0,1.5,False,BodyText,False,0,0.0,0,-18,False,True
1.2 Методы оценки цифровой зрелости предприятий,0.9824107600172746,*,b2,1,6.0,47.0,False,False,.,TitleLevel2,True,False,Justify,True,True,0,1.5,False,Level2,False,0,6.0,6,-35.45,False,True
2.1 Этапы исследования,0.9895065105775748,*,b2,1,3.0,22.0,False,False,.,TitleLevel2,True,False,Justify,True,True,0,1.5,False,Level2,False,0,0.0,0,-35.45,False,True
1.2 Сравнение протоколов,0.9938466350331423,*,b2,1,3.0,24.0,False,False,.,TitleLevel2,True,False,Left,True,True,0,1.5,False,Level2,False,0,0,0,-35.45,False,True
1.3 Выводы,0.9826480888156081,*,b2,1,2.0,10.0,False,False,.,TitleLevel2,True,False,Left,True,True,0,1.5,False,Level2,False,0,0,0,-35.45,False,True
2.1 Требования к приложению,0.9940140606936092,*,b2,1,4.0,27.0,False,False,.,TitleLevel2,True,False,Left,True,True,0,1.5,False,Level2,False,0,0,0,-35.45,False,True
2.2 Получение медиапотока,0.9938466350331423,*,b2,1,3.0,25.0,False,False,.,TitleLevel2,True,False,Left,True,True,0,1.5,False,Level2,False,0,0,0,-35.45,False,True
2.3 Кодирование медиапотока,0.9941798840610782,*,b2,1,3.0,27.0,False,False,.,TitleLevel2,True,False,Left,True,True,0,1.5,False,Level2,False,0,0,24,-35.45,False,True
2.5 Подготовка кадра для отправки,0.9939995416417438,*,b2,1,5.0,33.0,False,False,.,TitleLevel2,True,False,Left,True,True,0,1.5,False,Level2,False,0,0,0,-35.45,False,True
2.6 Декодирование кадра,0.9938466350331423,*,b2,1,3.0,23.0,False,False,.,TitleLevel2,True,False,Left,True,True,0,1.5,False,Level2,False,0,0,0,-35.45,False,True
2.7 Сетевое взаимодействие,0.9942653195947556,*,b2,1,3.0,26.0,False,False,.,TitleLevel2,True,False,Left,True,True,0,1.5,False,Level2,False,0,0,0,-35.45,False,True
2.8 Разработка сервера,0.9938466350331423,*,b2,1,3.0,22.0,False,False,.,TitleLevel2,True,False,Left,True,True,0,1.5,False,Level2,False,0,0,0,-35.45,False,True
2.9 Выводы,0.9826480888156081,*,b2,1,2.0,10.0,False,False,.,TitleLevel2,True,False,Left,True,True,0,1.5,False,Level2,False,0,0,0,-35.45,False,True
2.7 Вывод,0.9432896691443982,*,b2,1,2.0,9.0,False,False,.,TitleLevel2,True,False,Left,False,True,0,1.5,False,BodyText,False,0,24,36,-35.45,False,True
1.1 Обзор потенциала и преимуществ использования блокчейна в разрабатываемом проекте,0.9482986453558793,*,b2,1,10.0,84.0,False,False,.,TitleLevel2,True,False,Justify,True,True,0,1.5,False,BodyText,False,0,0,0,-35,False,True
1.2 Обзор существующих решений,0.98043246113263,*,b2,1,4.0,30.0,False,False,.,TitleLevel2,True,False,Justify,True,True,0,1.5,False,BodyText,False,0,0,0,-35,False,True
1.3 Уточнение требований к приложению,0.9764826773086073,*,b2,1,5.0,37.0,False,False,.,TitleLevel2,True,False,Justify,True,True,0,1.5,False,BodyText,False,0,0,0,-35,False,True
1.4 Новизна и значимость предполагаемых результатов работы,0.969475696179312,*,b2,1,7.0,58.0,False,False,.,TitleLevel2,True,False,Justify,True,True,0,1.5,False,BodyText,False,0,0,0,-35,False,True
2.1 Фаза проектирования (2 месяца),0.9600867814752215,*,b2,3,5.0,34.0,False,False,.,TitleLevel2,True,False,Justify,True,True,0,1.5,False,BodyText,False,0,0,0,-35,False,True
2.2 Фаза Разработки (7 месяцев),0.9600593809502518,*,b2,3,5.0,31.0,False,False,.,TitleLevel2,True,False,Justify,True,True,0,1.5,False,BodyText,False,0,0,0,-35,False,True
2.3 Фаза тестирования (2 месяца),0.9600593809502518,*,b2,3,5.0,32.0,False,False,.,TitleLevel2,True,False,Justify,True,True,0,1.5,False,BodyText,False,0,0,0,-35,False,True
2.4 Фаза исправления ошибок (2 месяца),0.9498143854430122,*,b2,3,6.0,38.0,False,False,.,TitleLevel2,True,False,Justify,True,True,0,1.5,False,BodyText,False,0,0,0,-35,False,True
1.1 Цели и задачи,0.9968884474264453,*,b2,1,4.0,17.0,False,False,.,TitleLevel2,True,False,Justify,True,True,0,1.5,False,Level2,False,0,0,0,-35.45,False,True
2.1 Cluster-trace-v2018,0.9923054156974923,*,b2,2,2.0,23.0,False,False,.,TitleLevel2,True,False,Justify,True,True,0,1.5,False,Level2,False,0,0,0,-35.45,False,True
2.2 Другие наборы данных,0.9970372679746557,*,b2,1,4.0,24.0,False,False,.,TitleLevel2,True,False,Justify,True,True,0,1.5,False,Level2,False,0,0,0,-35.45,False,True
3.1 Виртуализация,0.9944395335557281,*,b2,1,2.0,17.0,False,False,.,TitleLevel2,True,False,Justify,True,True,0,1.5,False,Level2,False,0,0,0,-35.45,False,True
3.2 Распределенная система,0.9972239594344109,*,b2,1,3.0,26.0,False,False,.,TitleLevel2,True,False,Justify,True,True,0,1.5,False,Level2,False,0,0,0,-35.45,False,True
3.3 Планирование ресурсов и задач,0.9971953075994434,*,b2,1,5.0,33.0,False,False,.,TitleLevel2,True,False,Justify,True,True,0,1.5,False,Level2,False,0,0,0,-35.45,False,True
4.1 Разработка,0.9926017626484716,*,b2,1,2.0,14.0,False,False,.,TitleLevel2,True,False,Justify,True,True,0,1.5,False,Level2,False,0,0,0,-35.45,False,True
4.2 Исследование,0.9938326772105445,*,b2,1,2.0,16.0,False,False,.,TitleLevel2,True,False,Justify,True,True,0,1.5,False,Level2,False,0,0,0,-35.45,False,True
